timestamp,machine_id,machine_type,spindle_speed_rpm,cutting_force_n,motor_temperature_celsius,coolant_temperature_celsius,coolant_flow_rate_l_min,vibration_mm_per_s,tool_wear_percent,operation_time_hours,parts_produced,status,time_since_maintenance,hour_of_day,day_of_week
2025-06-29T12:28:33.752287,CNC-601eea,CNC_MACHINE,5928.82,107.92,81.59,37.75,1.84,1.482,100.0,455.88,5505,FAILURE,58.46,12,6
2025-06-29T13:28:33.752287,CNC-cd1809,CNC_MACHINE,4972.51,105.43,69.13,20.62,3.5,0.383,100.0,454.59,5487,FAILURE,33.42,13,6
2025-06-29T13:28:33.752287,CNC-714ac9,CNC_MACHINE,5138.91,124.45,87.48,26.79,3.51,0.464,100.0,452.09,5508,FAILURE,84.7,13,6
2025-06-29T13:28:33.752287,CNC-2645fa,CNC_MACHINE,5171.2,109.2,56.52,25.11,3.5,0.753,100.0,456.18,5494,NORMAL,56.06,13,6
2025-06-29T13:28:33.752287,CNC-601eea,CNC_MACHINE,5928.82,107.92,92.91,37.75,1.84,1.482,100.0,456.05,5507,FAILURE,58.63,13,6
2025-06-29T14:28:33.752287,CNC-cd1809,CNC_MACHINE,5167.51,101.17,84.66,21.32,3.49,0.742,100.0,454.8,5490,NORMAL,33.63,14,6
2025-06-29T14:28:33.752287,CNC-714ac9,CNC_MACHINE,5167.57,138.82,56.43,26.16,3.48,-0.058,100.0,452.18,5509,FAILURE,84.8,14,6
2025-06-29T14:28:33.752287,CNC-2645fa,CNC_MACHINE,5171.2,109.2,56.52,25.11,3.5,1.525,100.0,456.29,5496,FAILURE,56.17,14,6
2025-06-29T14:28:33.752287,CNC-601eea,CNC_MACHINE,5045.2,130.22,74.1,27.16,3.5,1.007,100.0,456.27,5509,NORMAL,58.85,14,6
2025-06-29T15:28:33.752287,CNC-cd1809,CNC_MACHINE,5349.5,102.82,58.85,26.64,3.46,0.685,100.0,455.02,5491,NORMAL,33.86,15,6
2025-06-29T15:28:33.752287,CNC-714ac9,CNC_MACHINE,5167.57,138.82,87.44,26.16,3.48,-0.058,100.0,452.33,5511,FAILURE,84.95,15,6
2025-06-29T15:28:33.752287,CNC-2645fa,CNC_MACHINE,4797.64,134.48,76.07,25.17,3.5,0.953,100.0,456.49,5497,NORMAL,56.37,15,6
2025-06-29T15:28:33.752287,CNC-601eea,CNC_MACHINE,5045.2,130.22,74.1,27.16,3.5,1.738,100.0,456.44,5512,FAILURE,59.03,15,6
2025-06-29T16:28:33.752287,CNC-cd1809,CNC_MACHINE,5349.5,102.82,58.85,26.64,3.46,1.011,100.0,455.2,5493,FAILURE,34.03,16,6
2025-06-29T16:28:33.752287,CNC-714ac9,CNC_MACHINE,5167.57,138.82,88.78,26.16,3.48,-0.058,100.0,452.46,5513,FAILURE,85.07,16,6
2025-06-29T16:28:33.752287,CNC-2645fa,CNC_MACHINE,5055.87,108.41,70.02,22.45,3.5,0.366,100.0,456.65,5500,NORMAL,56.54,16,6
2025-06-29T16:28:33.752287,CNC-601eea,CNC_MACHINE,5045.2,130.22,81.47,27.16,3.5,1.738,100.0,456.57,5515,FAILURE,59.15,16,6
2025-06-29T17:28:33.752287,CNC-cd1809,CNC_MACHINE,5349.5,102.82,93.52,26.64,3.46,1.011,100.0,455.42,5496,FAILURE,34.25,17,6
2025-06-29T17:28:33.752287,CNC-714ac9,CNC_MACHINE,4269.77,138.82,88.78,26.16,3.48,-0.058,100.0,452.55,5516,FAILURE,85.16,17,6
2025-06-29T17:28:33.752287,CNC-2645fa,CNC_MACHINE,5055.87,108.41,93.62,22.45,3.5,0.366,100.0,456.79,5501,FAILURE,56.67,17,6
2025-06-29T17:28:33.752287,CNC-601eea,CNC_MACHINE,4909.84,105.14,58.41,25.39,3.5,0.913,100.0,456.72,5517,NORMAL,59.3,17,6
2025-06-29T18:28:33.752287,CNC-cd1809,CNC_MACHINE,5544.0,102.82,93.52,26.64,3.46,1.011,100.0,455.58,5498,FAILURE,34.41,18,6
2025-06-29T18:28:33.752287,CNC-714ac9,CNC_MACHINE,4269.77,138.82,88.78,32.37,2.07,-0.058,100.0,452.79,5519,FAILURE,85.4,18,6
2025-06-29T18:28:33.752287,CNC-2645fa,CNC_MACHINE,5055.87,108.41,93.62,37.55,1.99,0.366,100.0,456.95,5504,FAILURE,56.83,18,6
2025-06-29T18:28:33.752287,CNC-601eea,CNC_MACHINE,4909.84,105.14,58.41,37.54,1.92,0.913,100.0,456.84,5518,FAILURE,59.42,18,6
2025-06-29T19:28:33.752287,CNC-cd1809,CNC_MACHINE,4793.48,105.56,84.04,28.37,3.44,0.186,100.0,455.82,5500,NORMAL,34.65,19,6
2025-06-29T19:28:33.752287,CNC-714ac9,CNC_MACHINE,4943.33,132.28,62.48,26.25,3.5,0.054,100.0,453.03,5521,NORMAL,85.64,19,6
2025-06-29T19:28:33.752287,CNC-2645fa,CNC_MACHINE,5071.37,107.89,56.87,26.25,3.5,0.626,100.0,457.06,5505,NORMAL,56.95,19,6
2025-06-29T19:28:33.752287,CNC-601eea,CNC_MACHINE,5282.58,137.93,70.45,27.64,3.5,0.237,100.0,456.99,5519,FAILURE,59.58,19,6
2025-06-29T20:28:33.752287,CNC-cd1809,CNC_MACHINE,4793.48,105.56,84.04,36.39,2.08,0.186,100.0,455.92,5501,FAILURE,34.75,20,6
2025-06-29T20:28:33.752287,CNC-714ac9,CNC_MACHINE,4994.55,136.33,80.15,25.44,3.51,1.018,100.0,453.26,5524,NORMAL,85.87,20,6
2025-06-29T20:28:33.752287,CNC-2645fa,CNC_MACHINE,4933.08,103.77,57.28,22.36,3.5,0.976,100.0,457.16,5507,FAILURE,57.05,20,6
2025-06-29T20:28:33.752287,CNC-601eea,CNC_MACHINE,5282.58,137.93,70.45,27.64,3.5,1.567,100.0,457.23,5521,FAILURE,59.82,20,6
2025-06-29T21:28:33.752287,CNC-cd1809,CNC_MACHINE,5114.72,129.97,78.48,26.5,3.47,0.231,100.0,456.08,5502,NORMAL,34.91,21,6
2025-06-29T21:28:33.752287,CNC-714ac9,CNC_MACHINE,4994.55,136.33,80.15,25.44,3.51,1.407,100.0,453.48,5527,FAILURE,86.1,21,6
2025-06-29T21:28:33.752287,CNC-2645fa,CNC_MACHINE,5138.05,113.98,81.84,27.37,3.51,1.0,100.0,457.27,5508,NORMAL,57.16,21,6
2025-06-29T21:28:33.752287,CNC-601eea,CNC_MACHINE,5282.58,137.93,70.45,27.64,3.5,1.968,100.0,457.44,5522,FAILURE,60.03,21,6
2025-06-29T22:28:33.752287,CNC-cd1809,CNC_MACHINE,5114.72,129.97,78.48,33.9,2.35,0.231,100.0,456.27,5505,FAILURE,35.1,22,6
2025-06-29T22:28:33.752287,CNC-714ac9,CNC_MACHINE,4994.55,136.33,80.15,25.44,3.51,1.795,100.0,453.68,5529,FAILURE,86.29,22,6
2025-06-29T22:28:33.752287,CNC-2645fa,CNC_MACHINE,5884.27,113.98,81.84,27.37,3.51,1.0,100.0,457.42,5510,FAILURE,57.3,22,6
2025-06-29T22:28:33.752287,CNC-601eea,CNC_MACHINE,4740.16,123.12,76.32,26.29,3.5,-0.03,100.0,457.65,5523,NORMAL,60.23,22,6
2025-06-29T23:28:33.752287,CNC-cd1809,CNC_MACHINE,5973.65,129.97,78.48,33.9,2.35,0.231,100.0,456.45,5507,FAILURE,35.28,23,6
2025-06-29T23:28:33.752287,CNC-714ac9,CNC_MACHINE,4994.55,136.33,80.15,35.52,2.2,1.795,100.0,453.78,5531,FAILURE,86.39,23,6
2025-06-29T23:28:33.752287,CNC-2645fa,CNC_MACHINE,5884.27,113.98,81.84,32.48,2.38,1.0,100.0,457.58,5512,FAILURE,57.46,23,6
2025-06-29T23:28:33.752287,CNC-601eea,CNC_MACHINE,4775.84,121.7,56.77,28.44,3.5,0.744,100.0,457.75,5526,FAILURE,60.33,23,6
2025-06-30T00:28:33.752287,CNC-cd1809,CNC_MACHINE,5945.6,129.97,78.48,33.9,2.35,0.231,100.0,456.53,5510,FAILURE,35.37,0,0
2025-06-30T00:28:33.752287,CNC-714ac9,CNC_MACHINE,5729.44,136.33,80.15,35.52,2.2,1.795,100.0,453.88,5533,FAILURE,86.5,0,0
2025-06-30T00:28:33.752287,CNC-2645fa,CNC_MACHINE,4891.33,101.06,64.35,26.83,3.5,0.211,100.0,457.68,5513,FAILURE,57.57,0,0
2025-06-30T00:28:33.752287,CNC-601eea,CNC_MACHINE,4765.83,108.99,71.16,24.27,3.5,0.556,100.0,457.97,5529,NORMAL,60.55,0,0
2025-06-30T01:28:33.752287,CNC-cd1809,CNC_MACHINE,5945.6,129.97,78.48,37.51,2.11,0.231,100.0,456.77,5513,FAILURE,35.61,1,0
2025-06-30T01:28:33.752287,CNC-714ac9,CNC_MACHINE,5729.44,136.33,80.15,32.43,2.01,1.795,100.0,454.06,5534,FAILURE,86.68,1,0
2025-06-30T01:28:33.752287,CNC-2645fa,CNC_MACHINE,4783.09,110.73,59.68,27.97,3.5,0.375,100.0,457.8,5516,NORMAL,57.68,1,0
2025-06-30T01:28:33.752287,CNC-601eea,CNC_MACHINE,4765.83,108.99,86.99,24.27,3.5,0.556,100.0,458.1,5530,FAILURE,60.68,1,0
2025-06-30T02:28:33.752287,CNC-cd1809,CNC_MACHINE,5945.6,129.97,78.48,37.51,2.11,1.164,100.0,456.99,5514,FAILURE,35.83,2,0
2025-06-30T02:28:33.752287,CNC-714ac9,CNC_MACHINE,4686.84,120.21,56.56,24.73,3.51,0.681,100.0,454.25,5536,NORMAL,86.87,2,0
2025-06-30T02:28:33.752287,CNC-2645fa,CNC_MACHINE,4783.09,110.73,84.56,27.97,3.5,0.375,100.0,458.01,5517,FAILURE,57.89,2,0
2025-06-30T02:28:33.752287,CNC-601eea,CNC_MACHINE,4765.83,108.99,86.99,37.44,1.84,0.556,100.0,458.34,5531,FAILURE,60.92,2,0
2025-06-30T03:28:33.752287,CNC-cd1809,CNC_MACHINE,5945.6,129.97,78.48,37.51,2.11,1.579,100.0,457.23,5516,FAILURE,36.06,3,0
2025-06-30T03:28:33.752287,CNC-714ac9,CNC_MACHINE,4686.84,120.21,86.48,24.73,3.51,0.681,100.0,454.45,5539,FAILURE,87.07,3,0
2025-06-30T03:28:33.752287,CNC-2645fa,CNC_MACHINE,4783.09,110.73,84.56,27.97,3.5,1.736,100.0,458.22,5519,FAILURE,58.1,3,0
2025-06-30T03:28:33.752287,CNC-601eea,CNC_MACHINE,4765.83,108.99,93.0,37.44,1.84,0.556,100.0,458.44,5534,FAILURE,61.03,3,0
2025-06-30T04:28:33.752287,CNC-cd1809,CNC_MACHINE,5945.6,129.97,78.48,36.77,2.34,1.579,100.0,457.45,5518,FAILURE,36.29,4,0
2025-06-30T04:28:33.752287,CNC-714ac9,CNC_MACHINE,5141.2,105.47,62.41,26.44,3.5,0.663,100.0,454.58,5542,FAILURE,87.19,4,0
2025-06-30T04:28:33.752287,CNC-2645fa,CNC_MACHINE,5577.38,110.73,84.56,27.97,3.5,1.736,100.0,458.35,5521,FAILURE,58.24,4,0
2025-06-30T04:28:33.752287,CNC-601eea,CNC_MACHINE,5011.52,138.3,73.11,21.92,3.49,0.339,100.0,458.58,5536,NORMAL,61.16,4,0
2025-06-30T05:28:33.752287,CNC-cd1809,CNC_MACHINE,5945.6,129.97,89.52,36.77,2.34,1.579,100.0,457.69,5521,FAILURE,36.52,5,0
2025-06-30T05:28:33.752287,CNC-714ac9,CNC_MACHINE,5141.2,105.47,62.41,26.44,3.5,1.204,100.0,454.75,5543,FAILURE,87.36,5,0
2025-06-30T05:28:33.752287,CNC-2645fa,CNC_MACHINE,5256.73,133.55,67.94,21.44,3.5,-0.109,100.0,458.44,5522,FAILURE,58.32,5,0
2025-06-30T05:28:33.752287,CNC-601eea,CNC_MACHINE,5245.53,115.04,75.07,22.17,3.5,0.925,100.0,458.79,5538,NORMAL,61.37,5,0
2025-06-30T06:28:33.752287,CNC-cd1809,CNC_MACHINE,5945.6,129.97,88.02,36.77,2.34,1.579,100.0,457.82,5524,FAILURE,36.65,6,0
2025-06-30T06:28:33.752287,CNC-714ac9,CNC_MACHINE,4080.6,105.47,62.41,26.44,3.5,1.204,100.0,454.9,5544,FAILURE,87.51,6,0
2025-06-30T06:28:33.752287,CNC-2645fa,CNC_MACHINE,4888.1,104.15,70.67,28.37,3.51,0.505,100.0,458.54,5523,FAILURE,58.42,6,0
2025-06-30T06:28:33.752287,CNC-601eea,CNC_MACHINE,5245.53,115.04,75.07,35.16,1.96,0.925,100.0,458.88,5540,FAILURE,61.46,6,0
2025-06-30T07:28:33.752287,CNC-cd1809,CNC_MACHINE,5945.6,129.97,88.02,35.0,2.04,1.579,100.0,457.99,5526,FAILURE,36.82,7,0
2025-06-30T07:28:33.752287,CNC-714ac9,CNC_MACHINE,5225.14,121.63,67.62,24.11,3.5,0.93,100.0,455.03,5547,FAILURE,87.65,7,0
2025-06-30T07:28:33.752287,CNC-2645fa,CNC_MACHINE,5167.9,124.2,77.47,26.79,3.5,0.599,100.0,458.78,5526,FAILURE,58.66,7,0
2025-06-30T07:28:33.752287,CNC-601eea,CNC_MACHINE,5172.6,116.48,77.86,26.15,3.51,0.74,100.0,459.0,5541,FAILURE,61.58,7,0
2025-06-30T08:28:33.752287,CNC-cd1809,CNC_MACHINE,5945.6,129.97,88.02,34.71,2.16,1.579,100.0,458.23,5528,FAILURE,37.06,8,0
2025-06-30T08:28:33.752287,CNC-714ac9,CNC_MACHINE,5225.14,121.63,87.55,24.11,3.5,0.93,100.0,455.25,5550,FAILURE,87.86,8,0
2025-06-30T08:28:33.752287,CNC-2645fa,CNC_MACHINE,5106.8,127.6,58.94,26.02,3.5,0.076,100.0,458.9,5529,FAILURE,58.79,8,0
2025-06-30T08:28:33.752287,CNC-601eea,CNC_MACHINE,5172.6,116.48,77.86,36.9,2.31,0.74,100.0,459.09,5543,FAILURE,61.67,8,0
2025-06-30T09:28:33.752287,CNC-cd1809,CNC_MACHINE,5581.04,129.97,88.02,34.71,2.16,1.579,100.0,458.39,5529,FAILURE,37.23,9,0
2025-06-30T09:28:33.752287,CNC-714ac9,CNC_MACHINE,4418.91,121.63,87.55,24.11,3.5,0.93,100.0,455.49,5551,FAILURE,88.11,9,0
2025-06-30T09:28:33.752287,CNC-2645fa,CNC_MACHINE,5035.32,134.91,60.6,22.53,3.51,0.83,100.0,459.0,5531,NORMAL,58.88,9,0
2025-06-30T09:28:33.752287,CNC-601eea,CNC_MACHINE,4027.27,116.48,77.86,36.9,2.31,0.74,100.0,459.32,5544,FAILURE,61.9,9,0
2025-06-30T10:28:33.752287,CNC-cd1809,CNC_MACHINE,5581.04,129.97,88.02,33.0,1.94,1.579,100.0,458.61,5530,FAILURE,37.44,10,0
2025-06-30T10:28:33.752287,CNC-714ac9,CNC_MACHINE,5204.1,98.8,61.49,28.42,3.49,-0.179,100.0,455.7,5554,NORMAL,88.31,10,0
2025-06-30T10:28:33.752287,CNC-2645fa,CNC_MACHINE,5035.32,134.91,60.6,22.53,3.51,1.383,100.0,459.14,5532,FAILURE,59.03,10,0
2025-06-30T10:28:33.752287,CNC-601eea,CNC_MACHINE,4338.28,116.48,77.86,36.9,2.31,0.74,100.0,459.46,5546,FAILURE,62.04,10,0
2025-06-30T11:28:33.752287,CNC-cd1809,CNC_MACHINE,5100.3,120.06,85.38,25.58,3.47,0.962,100.0,458.72,5532,FAILURE,37.55,11,0
2025-06-30T11:28:33.752287,CNC-714ac9,CNC_MACHINE,5298.58,131.99,81.1,25.84,3.51,0.752,100.0,455.87,5556,NORMAL,88.48,11,0
2025-06-30T11:28:33.752287,CNC-2645fa,CNC_MACHINE,5035.32,134.91,88.69,22.53,3.51,1.383,100.0,459.35,5533,FAILURE,59.23,11,0
2025-06-30T11:28:33.752287,CNC-601eea,CNC_MACHINE,4335.39,116.48,77.86,36.9,2.31,0.74,100.0,459.63,5548,FAILURE,62.21,11,0
2025-06-30T12:28:33.752287,CNC-cd1809,CNC_MACHINE,4491.85,120.06,85.38,25.58,3.47,0.962,100.0,458.82,5533,FAILURE,37.65,12,0
2025-06-30T12:28:33.752287,CNC-714ac9,CNC_MACHINE,5308.15,139.93,57.05,23.82,3.5,0.587,100.0,456.04,5559,NORMAL,88.65,12,0
2025-06-30T12:28:33.752287,CNC-2645fa,CNC_MACHINE,4993.91,111.3,64.16,28.62,3.5,-0.105,100.0,459.44,5536,NORMAL,59.32,12,0
2025-06-30T12:28:33.752287,CNC-601eea,CNC_MACHINE,5026.57,116.66,80.5,27.47,3.49,0.996,100.0,459.81,5550,NORMAL,62.4,12,0
2025-06-30T13:28:33.752287,CNC-cd1809,CNC_MACHINE,4491.85,120.06,85.38,37.54,1.88,0.962,100.0,458.92,5534,FAILURE,37.75,13,0
2025-06-30T13:28:33.752287,CNC-714ac9,CNC_MACHINE,5308.15,139.93,84.4,23.82,3.5,0.587,100.0,456.13,5562,FAILURE,88.74,13,0
2025-06-30T13:28:33.752287,CNC-2645fa,CNC_MACHINE,4993.91,111.3,64.16,34.4,2.05,-0.105,100.0,459.54,5537,FAILURE,59.42,13,0
2025-06-30T13:28:33.752287,CNC-601eea,CNC_MACHINE,5026.57,116.66,92.73,27.47,3.49,0.996,100.0,459.92,5553,FAILURE,62.5,13,0
2025-06-30T14:28:33.752287,CNC-cd1809,CNC_MACHINE,4261.39,120.06,85.38,37.54,1.88,0.962,100.0,459.0,5535,FAILURE,37.84,14,0
2025-06-30T14:28:33.752287,CNC-714ac9,CNC_MACHINE,4952.87,134.83,65.68,25.65,3.48,0.822,100.0,456.26,5563,NORMAL,88.88,14,0
2025-06-30T14:28:33.752287,CNC-2645fa,CNC_MACHINE,4993.91,111.3,90.79,34.4,2.05,-0.105,100.0,459.72,5538,FAILURE,59.6,14,0
2025-06-30T14:28:33.752287,CNC-601eea,CNC_MACHINE,5280.93,106.36,72.51,27.09,3.5,0.728,100.0,460.06,5556,NORMAL,62.64,14,0
2025-06-30T15:28:33.752287,CNC-cd1809,CNC_MACHINE,4685.43,134.67,75.12,21.22,3.47,-0.034,100.0,459.25,5536,NORMAL,38.08,15,0
2025-06-30T15:28:33.752287,CNC-714ac9,CNC_MACHINE,5814.0,134.83,65.68,25.65,3.48,0.822,100.0,456.43,5564,FAILURE,89.04,15,0
2025-06-30T15:28:33.752287,CNC-2645fa,CNC_MACHINE,4802.33,108.33,78.2,23.28,3.49,0.811,100.0,459.96,5539,NORMAL,59.85,15,0
2025-06-30T15:28:33.752287,CNC-601eea,CNC_MACHINE,5280.93,106.36,91.68,27.09,3.5,0.728,100.0,460.18,5559,FAILURE,62.77,15,0
2025-06-30T16:28:33.752287,CNC-cd1809,CNC_MACHINE,4685.43,134.67,75.12,21.22,3.47,1.347,100.0,459.44,5538,FAILURE,38.27,16,0
2025-06-30T16:28:33.752287,CNC-714ac9,CNC_MACHINE,5574.27,134.83,65.68,25.65,3.48,0.822,100.0,456.65,5567,FAILURE,89.27,16,0
2025-06-30T16:28:33.752287,CNC-2645fa,CNC_MACHINE,4678.75,112.77,59.28,22.91,3.5,0.163,100.0,460.14,5542,NORMAL,60.02,16,0
2025-06-30T16:28:33.752287,CNC-601eea,CNC_MACHINE,5280.93,106.36,85.66,27.09,3.5,0.728,100.0,460.37,5562,FAILURE,62.95,16,0
2025-06-30T17:28:33.752287,CNC-cd1809,CNC_MACHINE,4685.43,134.67,75.12,21.22,3.47,1.147,100.0,459.6,5540,FAILURE,38.43,17,0
2025-06-30T17:28:33.752287,CNC-714ac9,CNC_MACHINE,4375.98,134.83,65.68,25.65,3.48,0.822,100.0,456.9,5569,FAILURE,89.51,17,0
2025-06-30T17:28:33.752287,CNC-2645fa,CNC_MACHINE,4678.75,112.77,59.28,32.11,2.25,0.163,100.0,460.23,5545,FAILURE,60.11,17,0
2025-06-30T17:28:33.752287,CNC-601eea,CNC_MACHINE,5280.93,106.36,94.09,27.09,3.5,0.728,100.0,460.5,5564,FAILURE,63.08,17,0
2025-06-30T18:28:33.752287,CNC-cd1809,CNC_MACHINE,4685.43,134.67,80.23,21.22,3.47,1.147,100.0,459.7,5543,FAILURE,38.54,18,0
2025-06-30T18:28:33.752287,CNC-714ac9,CNC_MACHINE,4655.73,134.38,65.76,22.0,3.5,0.075,100.0,457.05,5571,NORMAL,89.66,18,0
2025-06-30T18:28:33.752287,CNC-2645fa,CNC_MACHINE,4678.75,112.77,59.28,32.11,2.25,1.023,100.0,460.47,5547,FAILURE,60.35,18,0
2025-06-30T18:28:33.752287,CNC-601eea,CNC_MACHINE,4005.69,106.36,94.09,27.09,3.5,0.728,100.0,460.63,5565,FAILURE,63.22,18,0
2025-06-30T19:28:33.752287,CNC-cd1809,CNC_MACHINE,5352.08,134.33,67.68,23.98,3.51,0.67,100.0,459.88,5545,NORMAL,38.71,19,0
2025-06-30T19:28:33.752287,CNC-714ac9,CNC_MACHINE,4795.85,115.27,77.3,24.73,3.5,0.303,100.0,457.17,5574,FAILURE,89.78,19,0
2025-06-30T19:28:33.752287,CNC-2645fa,CNC_MACHINE,4736.88,114.67,73.19,23.28,3.5,0.396,100.0,460.69,5548,FAILURE,60.57,19,0
2025-06-30T19:28:33.752287,CNC-601eea,CNC_MACHINE,4005.69,106.36,85.26,27.09,3.5,0.728,100.0,460.86,5566,FAILURE,63.45,19,0
2025-06-30T20:28:33.752287,CNC-cd1809,CNC_MACHINE,5352.08,134.33,67.68,23.98,3.51,1.486,100.0,459.98,5547,FAILURE,38.81,20,0
2025-06-30T20:28:33.752287,CNC-714ac9,CNC_MACHINE,5906.53,115.27,77.3,24.73,3.5,0.303,100.0,457.25,5575,FAILURE,89.87,20,0
2025-06-30T20:28:33.752287,CNC-2645fa,CNC_MACHINE,4736.88,114.67,73.19,23.28,3.5,1.767,100.0,460.89,5551,FAILURE,60.77,20,0
2025-06-30T20:28:33.752287,CNC-601eea,CNC_MACHINE,4005.69,106.36,85.26,37.75,2.1,0.728,100.0,461.09,5569,FAILURE,63.68,20,0
2025-06-30T21:28:33.752287,CNC-cd1809,CNC_MACHINE,5352.08,134.33,67.68,23.98,3.51,1.838,100.0,460.06,5548,FAILURE,38.89,21,0
2025-06-30T21:28:33.752287,CNC-714ac9,CNC_MACHINE,4978.08,112.87,72.57,22.84,3.52,0.47,100.0,457.35,5578,FAILURE,89.96,21,0
2025-06-30T21:28:33.752287,CNC-2645fa,CNC_MACHINE,4824.71,119.2,70.52,22.59,3.5,0.395,100.0,461.11,5552,FAILURE,61.0,21,0
2025-06-30T21:28:33.752287,CNC-601eea,CNC_MACHINE,4005.69,106.36,92.27,37.75,2.1,0.728,100.0,461.21,5570,FAILURE,63.79,21,0
2025-06-30T22:28:33.752287,CNC-cd1809,CNC_MACHINE,4155.2,134.33,67.68,23.98,3.51,1.838,100.0,460.2,5550,FAILURE,39.03,22,0
2025-06-30T22:28:33.752287,CNC-714ac9,CNC_MACHINE,5102.95,107.46,63.68,26.15,3.47,0.04,100.0,457.45,5579,FAILURE,90.07,22,0
2025-06-30T22:28:33.752287,CNC-2645fa,CNC_MACHINE,4824.71,119.2,70.52,22.59,3.5,1.261,100.0,461.23,5554,FAILURE,61.11,22,0
2025-06-30T22:28:33.752287,CNC-601eea,CNC_MACHINE,4005.69,106.36,92.27,37.75,2.1,1.393,100.0,461.35,5572,FAILURE,63.93,22,0
2025-06-30T23:28:33.752287,CNC-cd1809,CNC_MACHINE,4191.61,134.33,67.68,23.98,3.51,1.838,100.0,460.38,5553,FAILURE,39.21,23,0
2025-06-30T23:28:33.752287,CNC-714ac9,CNC_MACHINE,5102.95,107.46,93.44,26.15,3.47,0.04,100.0,457.64,5582,FAILURE,90.26,23,0
2025-06-30T23:28:33.752287,CNC-2645fa,CNC_MACHINE,4071.09,119.2,70.52,22.59,3.5,1.261,100.0,461.33,5556,FAILURE,61.22,23,0
2025-06-30T23:28:33.752287,CNC-601eea,CNC_MACHINE,4005.69,106.36,92.27,35.86,1.91,1.393,100.0,461.58,5574,FAILURE,64.16,23,0
2025-07-01T00:28:33.752287,CNC-cd1809,CNC_MACHINE,4191.61,134.33,67.68,32.21,1.96,1.838,100.0,460.5,5556,FAILURE,39.33,0,1
2025-07-01T00:28:33.752287,CNC-714ac9,CNC_MACHINE,5006.65,107.71,63.93,28.96,3.5,0.627,100.0,457.87,5584,NORMAL,90.48,0,1
2025-07-01T00:28:33.752287,CNC-2645fa,CNC_MACHINE,5651.09,119.2,70.52,22.59,3.5,1.261,100.0,461.45,5557,FAILURE,61.33,0,1
2025-07-01T00:28:33.752287,CNC-601eea,CNC_MACHINE,4005.69,106.36,92.27,37.5,2.26,1.393,100.0,461.78,5577,FAILURE,64.36,0,1
2025-07-01T01:28:33.752287,CNC-cd1809,CNC_MACHINE,4191.61,134.33,67.68,34.42,2.31,1.838,100.0,460.69,5557,FAILURE,39.52,1,1
2025-07-01T01:28:33.752287,CNC-714ac9,CNC_MACHINE,5006.65,107.71,63.93,32.86,1.81,0.627,100.0,458.0,5585,FAILURE,90.61,1,1
2025-07-01T01:28:33.752287,CNC-2645fa,CNC_MACHINE,5197.32,105.36,67.56,26.59,3.5,0.119,100.0,461.65,5560,NORMAL,61.53,1,1
2025-07-01T01:28:33.752287,CNC-601eea,CNC_MACHINE,4921.33,130.46,68.99,28.79,3.49,0.421,100.0,461.89,5579,NORMAL,64.48,1,1
2025-07-01T02:28:33.752287,CNC-cd1809,CNC_MACHINE,4191.61,134.33,67.68,34.42,2.31,1.24,100.0,460.92,5560,FAILURE,39.75,2,1
2025-07-01T02:28:33.752287,CNC-714ac9,CNC_MACHINE,4835.82,116.23,56.51,26.74,3.49,0.119,100.0,458.19,5587,NORMAL,90.81,2,1
2025-07-01T02:28:33.752287,CNC-2645fa,CNC_MACHINE,5197.32,105.36,87.86,26.59,3.5,0.119,100.0,461.83,5563,FAILURE,61.71,2,1
2025-07-01T02:28:33.752287,CNC-601eea,CNC_MACHINE,4921.33,130.46,68.99,28.79,3.49,1.559,100.0,462.03,5581,FAILURE,64.61,2,1
2025-07-01T03:28:33.752287,CNC-cd1809,CNC_MACHINE,4191.61,134.33,67.68,34.15,2.37,1.24,100.0,461.11,5563,FAILURE,39.94,3,1
2025-07-01T03:28:33.752287,CNC-714ac9,CNC_MACHINE,4835.82,116.23,56.51,32.7,2.29,0.119,100.0,458.28,5590,FAILURE,90.89,3,1
2025-07-01T03:28:33.752287,CNC-2645fa,CNC_MACHINE,5197.32,105.36,87.86,36.67,2.01,0.119,100.0,462.03,5564,FAILURE,61.91,3,1
2025-07-01T03:28:33.752287,CNC-601eea,CNC_MACHINE,4177.16,130.46,68.99,28.79,3.49,1.559,100.0,462.15,5582,FAILURE,64.74,3,1
2025-07-01T04:28:33.752287,CNC-cd1809,CNC_MACHINE,4191.61,134.33,82.35,34.15,2.37,1.24,100.0,461.32,5566,FAILURE,40.15,4,1
2025-07-01T04:28:33.752287,CNC-714ac9,CNC_MACHINE,5259.56,115.76,78.01,28.93,3.48,0.101,100.0,458.48,5593,NORMAL,91.09,4,1
2025-07-01T04:28:33.752287,CNC-2645fa,CNC_MACHINE,4880.33,116.93,66.8,28.68,3.51,0.702,100.0,462.15,5567,NORMAL,62.04,4,1
2025-07-01T04:28:33.752287,CNC-601eea,CNC_MACHINE,4177.16,130.46,68.99,36.36,2.0,1.559,100.0,462.35,5585,FAILURE,64.93,4,1
2025-07-01T05:28:33.752287,CNC-cd1809,CNC_MACHINE,4191.61,134.33,84.33,34.15,2.37,1.24,100.0,461.44,5567,FAILURE,40.27,5,1
2025-07-01T05:28:33.752287,CNC-714ac9,CNC_MACHINE,4486.06,115.76,78.01,28.93,3.48,0.101,100.0,458.7,5596,FAILURE,91.31,5,1
